year,month,breedtype,age1year,age1year,tot
2022,12,Maultier-Maulesel,,,
2022,12,Ponys und Kleinpferde,,7.0,7.0
2022,12,Vollblut,,,
2022,12,Warmblut,,20.0,20.0
2022,12,Wildequiden,,,
2023,1,Esel,,20.0,20.0
2023,1,Hofische Rasse,,,
2023,1,Iberer,,,
2023,1,Kaltblut,10.0,24.0,34.0
2023,1,Maultier-Maulesel,,,
2023,1,Ponys und Kleinpferde,,20.0,20.0
2023,1,Vollblut,,,
2023,1,Warmblut,,36.0,36.0
2023,1,Wildequiden,,,
2023,2,Esel,,,
2023,2,Hofische Rasse,,,
2023,2,Iberer,,,
2023,2,Kaltblut,6.0,12.0,18.0
2023,2,Maultier-Maulesel,,,
2023,2,Ponys und Kleinpferde,,,
2023,2,Vollblut,,,
2023,2,Warmblut,,31.0,31.0
2023,2,Wildequiden,,,
2023,3,Esel,,6.0,6.0
2023,3,Hofische Rasse,,,
2023,3,Iberer,,,
2023,3,Kaltblut,9.0,18.0,27.0
2023,3,Maultier-Maulesel,,,
2023,3,Ponys und Kleinpferde,,10.0,10.0
2023,3,Vollblut,,,
2023,3,Warmblut,,21.0,21.0
2023,3,Wildequiden,,,
2023,4,Esel,,15.0,15.0
2023,4,Hofische Rasse,,,
2023,4,Iberer,,,
2023,4,Kaltblut,,14.0,14.0
2023,4,Maultier-Maulesel,,,
2023,4,Ponys und Kleinpferde,,,
2023,4,Vollblut,,,
2023,4,Warmblut,,12.0,12.0
2023,4,Wildequiden,,,
2023,5,Esel,,8.0,8.0
2023,5,Hofische Rasse,,,
2023,5,Iberer,,,
2023,5,Kaltblut,,18.0,18.0
2023,5,Maultier-Maulesel,,,
2023,5,Ponys und Kleinpferde,,6.0,6.0
2023,5,Vollblut,,,
2023,5,Warmblut,,18.0,18.0
2023,5,Wildequiden,,,
2023,6,Esel,,,
2023,6,Hofische Rasse,,,
2023,6,Iberer,,,
2023,6,Kaltblut,,16.0,16.0
2023,6,Maultier-Maulesel,,,
2023,6,Ponys und Kleinpferde,,,
2023,6,Vollblut,,,
2023,6,Warmblut,,21.0,21.0
2023,6,Wildequiden,,,
2023,7,Esel,,,
2023,7,Hofische Rasse,,,
2023,7,Iberer,,,
2023,7,Kaltblut,,13.0,13.0
2023,7,Maultier-Maulesel,,,
2023,7,Ponys und Kleinpferde,,7.0,7.0
2023,7,Vollblut,,,
2023,7,Warmblut,,18.0,18.0
2023,7,Wildequiden,,,
